user	build	chip	chip_version	inferred_sex	source
8841	37	OmniExpress plus	v3	Male	23andMe
9172	37	HTS iSelect HD	v4	Female	23andMe
8930	37			Female	MyHeritage
8432	37	OmniExpress		Female	FTDNA, FTDNA
8991	37	OmniExpress			FTDNA
898	37	OmniExpress plus	v3	Male	23andMe
8469	37	OmniExpress		Male	FTDNA
8588	37			Male	AncestryDNA
862	37	OmniExpress plus	v3	Male	23andMe
9046	37			Female	AncestryDNA
9243	37			Female	AncestryDNA
8783	37	Illumina GSAs	v5	Male	23andMe
9143	37			Male	23andMe
8578	37			Female	AncestryDNA
8594	37	Illumina GSAs	v5	Female	23andMe
850	37	OmniExpress plus	v3	Male	23andMe
8675	37	Illumina GSAs	v5	Female	23andMe
9248	37	Illumina GSAs	v5	Female	23andMe
924	37	OmniExpress plus	v3	Male	23andMe
9135	37	Illumina GSAs	v5	Female	23andMe
8734	37	Illumina GSAs	v5	Female	23andMe
885	37	OmniExpress plus	v3	Male	23andMe
918	37	OmniExpress plus	v3	Female	23andMe
8598	37	Illumina GSAs	v5	Male	23andMe
925	37	OmniExpress plus	v3	Male	23andMe
9195	37	OmniExpress plus	v3	Male	23andMe, 23andMe
845	37			Female	23andMe
8864	37	Illumina GSAs	v5	Female	23andMe
9187	37	Illumina GSAs	v5	Male	23andMe
922	37	OmniExpress plus	v3	Male	23andMe, 23andMe
9076	37	Illumina GSAs	v5	Male	23andMe
9211	37	Illumina GSAs	v5	Male	23andMe
8463	37	Illumina GSAs	v5	Male	23andMe
8834	37	HTS iSelect HD	v4	Male	23andMe
8883	37	HTS iSelect HD	v4	Male	23andMe
9126	37			Female	AncestryDNA, 23andMe
865	37	OmniExpress plus	v3	Male	23andMe
9146	37			Male	MyHeritage
9232	37	OmniExpress plus	v3	Female	23andMe
8563	37			Female	AncestryDNA, 23andMe
8874	37	OmniExpress plus	v3	Male	23andMe
8729	37	Illumina GSAs	v5	Female	23andMe
9215	37	Illumina GSAs	v5	Male	23andMe
8476	37	HTS iSelect HD	v4	Female	23andMe
8634	37	HTS iSelect HD	v4	Male	23andMe
90	37			Female	23andMe
9050	37	OmniExpress		Male	MyHeritage
891	37	OmniExpress plus	v3	Male	23andMe, 23andMe
8985	37	Illumina GSAs	v5	Male	23andMe
8936	37	Illumina GSAs	v5	Female	23andMe
899	37	OmniExpress plus	v3	Female	23andMe
86	37			Male	vcf, 23andMe
8803	37	Illumina GSAs	v5	Female	23andMe
9246	37	Illumina GSAs	v5	Male	23andMe
8990	37			Female	AncestryDNA
8656	37			Female	AncestryDNA
9217	37			Male	AncestryDNA
9024	37	Illumina GSAs	v5	Female	23andMe
8534	37			Male	AncestryDNA
9259	37	OmniExpress		Male	MyHeritage
9023	37			Female	AncestryDNA
9133	37	Illumina GSAs	v5	Male	23andMe
8466	37			Female	AncestryDNA
8947	37			Male	AncestryDNA
8844	37			Male	AncestryDNA
8840	37	Illumina GSAs	v5	Female	23andMe
9107	37	OmniExpress			FTDNA
9158	37	Illumina GSAs	v5	Male	23andMe
8449	37	Illumina GSAs	v5	Male	23andMe
8787	37	Illumina GSAs	v5	Female	23andMe
9079	37			Male	FTDNA
9129	37			Female	AncestryDNA
909	37	OmniExpress plus	v3	Male	23andMe, 23andMe
8565	37			Male	AncestryDNA
916	37	OmniExpress plus	v3	Male	23andMe
8988	37	Illumina GSAs	v5	Female	23andMe
8933	37			Male	FTDNA
8522	37			Male	DNA.Land
9185	37	HTS iSelect HD	v4	Female	23andMe
8723	37			Female	AncestryDNA
8747	37	HTS iSelect HD	v4	Male	23andMe
9111	37			Male	AncestryDNA
9174	37	Illumina GSAs	v5	Female	23andMe
8808	37	Illumina GSAs	v5	Female	23andMe
8632	37	Illumina GSAs	v5	Male	23andMe
8739	37			Male	AncestryDNA
8737	37	OmniExpress plus	v3	Male	23andMe
8641	37	OmniExpress		Male	FTDNA
8483	37	Illumina GSAs	v5	Male	23andMe
8423	37	Illumina GSAs	v5	Male	23andMe
8911	37	Illumina GSAs	v5	Female	23andMe
8934	37	Illumina GSAs	v5	Male	23andMe
8635	37	Illumina GSAs	v5	Male	23andMe
9166	37			Female	23andMe
8707	37	OmniExpress		Female	MyHeritage
9039	37			Female	AncestryDNA
9101	37	Illumina GSAs	v5	Female	23andMe
854	37	OmniExpress plus	v3	Male	23andMe
8538	37			Female	AncestryDNA
8915	37			Male	23andMe
9036	37			Female	AncestryDNA
9081	37			Male	AncestryDNA
915	37	OmniExpress plus	v3	Male	23andMe
8427	37	OmniExpress		Female	FTDNA
8547	37	OmniExpress		Male	MyHeritage
8685	37	OmniExpress		Male	MyHeritage
9119	37	Illumina GSAs	v5	Female	23andMe, 23andMe
8796	37			Male	23andMe
8978	37			Male	FTDNA
8499	37	OmniExpress		Female	MyHeritage
8939	37			Female	AncestryDNA
8851	37	Illumina GSAs	v5	Female	23andMe
8619	37			Male	AncestryDNA
8852	37	Illumina GSAs	v5	Male	23andMe
9078	37	HTS iSelect HD	v4	Female	23andMe
8701	37	HTS iSelect HD	v4	Male	23andMe
8951	37			Female	LivingDNA
9220	37	Illumina GSAs	v5	Male	23andMe
8818	37	Illumina GSAs	v5	Male	23andMe
9164	37			Female	AncestryDNA
8731	37	Illumina GSAs	v5	Male	23andMe
9072	37	Illumina GSAs	v5	Female	23andMe
8885	37	OmniExpress	v1	Female	AncestryDNA
8905	37	Illumina GSAs	v5	Female	23andMe
8977	37	HTS iSelect HD	v4	Female	23andMe
903	37	OmniExpress plus	v3	Male	23andMe
8788	37	Illumina GSAs	v5	Male	23andMe
887	37	OmniExpress plus	v3	Male	23andMe
8715	37			Female	AncestryDNA
8948	37			Male	23andMe
920	37	OmniExpress plus	v3	Male	23andMe
9112	37	Illumina GSAs	v5	Male	23andMe
8529	37			Female	AncestryDNA
9247	37			Male	AncestryDNA
8599	37	Illumina GSAs	v5	Female	23andMe
9188	37	Illumina GSAs	v5	Female	23andMe
8780	37			Male	MyHeritage
8592	37	OmniExpress		Male	MyHeritage
8546	37			Male	AncestryDNA, vcf
8666	37			Male	AncestryDNA
user	build	chip	chip_version	inferred_sex	source
952	37	OmniExpress plus	v3	Male	23andMe
9720	37	Illumina GSAs	v5	Male	23andMe
9862	37			Male	AncestryDNA
9530	37				23andMe
9489	37			Female	AncestryDNA, 23andMe
9327	37			Female	AncestryDNA
9413	37			Male	AncestryDNA
9635	37	Illumina GSAs	v5	Male	23andMe
968	37	OmniExpress plus	v3	Male	23andMe
9796	37	Illumina GSAs	v5	Male	23andMe
9672	37			Female	AncestryDNA, 23andMe
9568	37	Illumina GSAs	v5	Male	23andMe
9539	37	OmniExpress	v1	Male	AncestryDNA, AncestryDNA
9450	37	Illumina GSAs	v5	Female	23andMe
9762	37	HTS iSelect HD	v4	Male	23andMe
9765	37	OmniExpress plus	v3	Female	23andMe
9784	37			Female	AncestryDNA
990	37	OmniExpress plus	v3	Male	23andMe
9724	37			Female	FTDNA, FTDNA, FTDNA
9906	37			Female	AncestryDNA
999	37	OmniExpress plus	v3	Male	23andMe
9835	37			Female	AncestryDNA
9480	37			Female	AncestryDNA
9518	37	Illumina GSAs	v5	Male	23andMe
9589	37	Illumina GSAs	v5	Female	23andMe
9702	37	Illumina GSAs	v5	Female	23andMe, 23andMe
9974	37			Female	AncestryDNA
951	37	OmniExpress plus	v3	Male	23andMe
966	37	OmniExpress plus	v3	Female	23andMe
9832	37			Male	AncestryDNA
994	37	OmniExpress	v1	Female	AncestryDNA
9372	37	Illumina GSAs	v5	Male	23andMe
9281	37			Female	AncestryDNA
9541	37			Male	23andMe
9360	37	Illumina GSAs	v5	Male	23andMe
9283	37			Male	AncestryDNA
9565	37	Illumina GSAs	v5	Male	23andMe
9276	37	Illumina GSAs	v5	Female	23andMe
9707	37			Female	AncestryDNA
9849	37			Male	AncestryDNA
9749	37	HTS iSelect HD	v4	Male	23andMe
9869	37	Illumina GSAs	v5	Male	23andMe
9928	37	OmniExpress plus	v3	Female	23andMe
9507	37			Male	AncestryDNA
9336	37			Male	AncestryDNA
9752	37			Female	AncestryDNA
9486	37			Male	23andMe
9527	37	Illumina GSAs	v5	Female	23andMe
9726	37	Illumina GSAs	v5	Male	23andMe
9876	37	HTS iSelect HD	v4	Female	23andMe
9575	37			Male	vcf
9656	37			Male	AncestryDNA
9375	37	Illumina GSAs	v5	Male	23andMe
9453	37	Illumina GSAs	v5	Male	23andMe
9561	37			Male	generic
9274	37	Illumina GSAs	v5	Male	23andMe
937	37			Male	23andMe
9905	37			Female	AncestryDNA
9781	37	OmniExpress plus	v3	Female	23andMe
9485	37	HTS iSelect HD	v4	Male	23andMe
9871	37	Illumina GSAs	v5	Female	23andMe
9307	37	Illumina GSAs	v5	Female	23andMe
9468	37			Female	MyHeritage
99	37	OmniExpress plus	v3	Male	23andMe
9516	37	Illumina GSAs	v5	Male	23andMe
9399	37	Illumina GSAs	v5	Male	23andMe
9429	37			Male	FTDNA
9430	37			Female	AncestryDNA, 23andMe
9735	37	Illumina GSAs	v5	Female	23andMe
9719	37	Illumina GSAs	v5	Female	23andMe, vcf
9812	37	OmniExpress plus	v3	Male	23andMe
9969	37	Illumina GSAs	v5	Male	23andMe
9421	37	Illumina GSAs	v5	Male	23andMe
9519	37	OmniExpress plus	v3	Male	23andMe
9369	37	Illumina GSAs	v5	Female	23andMe
972	37			Male	23andMe, 23andMe
991	37	OmniExpress	v1	Female	AncestryDNA, AncestryDNA
9920	37	Illumina GSAs	v5	Female	23andMe
9471	37			Male	AncestryDNA
9457	37	Illumina GSAs	v5	Female	23andMe
9314	37			Female	AncestryDNA
9839	37	HTS iSelect HD	v4	Female	23andMe
954	37	OmniExpress plus	v3	Male	23andMe
9817	37			Male	23andMe
9367	37	Illumina GSAs	v5	Female	23andMe
943	37	OmniExpress plus	v3	Male	23andMe
9497	37			Female	AncestryDNA
926	37	OmniExpress plus	v3	Male	23andMe
9262	37	Illumina GSAs	v5	Female	23andMe
9277	37			Male	AncestryDNA
945	37	OmniExpress			FTDNA
9616	37	Illumina GSAs	v5	Female	23andMe
9743	37	Illumina GSAs	v5	Female	23andMe
9803	37	OmniExpress		Male	MyHeritage, 23andMe, AncestryDNA
9380	37	Illumina GSAs	v5	Female	23andMe
9822	37	OmniExpress		Male	FTDNA, 23andMe
9799	37	Illumina GSAs	v5	Female	23andMe
9323	37	HTS iSelect HD	v4	Female	23andMe
9324	37	Illumina GSAs	v5	Male	23andMe
9528	37	HTS iSelect HD	v4	Female	23andMe
9886	37			Female	GenesForGood
9366	37			Male	AncestryDNA
9979	37			Female	FTDNA
9278	37	OmniExpress	v1	Female	AncestryDNA
949	37	OmniExpress plus	v3	Male	23andMe
9804	37	OmniExpress		Female	MyHeritage, AncestryDNA, FTDNA
9351	37	Illumina GSAs	v5	Male	23andMe
9427	37	HTS iSelect HD	v4	Female	23andMe
9388	37	OmniExpress			FTDNA
9747	37	Illumina GSAs	v5	Female	23andMe
9941	37	OmniExpress		Male	FTDNA
